Serial.no,Century,Region,Level,Sub_level,Records,data_type,data_source,material,Proxy,Record,Variable,Avg,abs_4_negative,log,z_score_cal,Mean,Mean_n,sd_100,Latitude,Longitude,Elevation..m.,Zone,Group,abs_4_log_R,log_value_R,z_score_R,exp_log_R,sub_zone,,,
7888,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.048042316,NA,NA,NA,NA,0.899173236,0.274729358,68.2,15.733333,,High-Latitude,348,1.06029193,0.058544276,0.89298763,1.06029193,West,,,
7889,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.012249614,NA,NA,NA,NA,-1.665705153,0.308454816,68.2,15.733333,,High-Latitude,348,1,-1.11E-16,-1.675837856,1,West,,,
7890,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.046586239,NA,NA,NA,NA,0.837230283,0.275506026,68.2,15.733333,,High-Latitude,348,1.058835853,0.057170053,0.832689003,1.058835853,West,,,
7891,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.022817903,NA,NA,NA,NA,-0.529388011,0.245488122,78.0217,15.733333,,High-Latitude,349,0.022817903,-3.780209832,-0.525357495,0.022817903,West,,,
7892,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.026824659,NA,NA,NA,NA,-0.09602727,0.321484199,78.0217,15.733333,,High-Latitude,349,0.026824659,-3.618433703,0.02288331,0.026824659,West,,,
7893,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.019918705,NA,NA,NA,NA,-0.842957981,0.251070023,78.0217,15.733333,,High-Latitude,349,0.019918705,-3.916096039,-0.985860315,0.019918705,West,,,
7894,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.045206408,NA,NA,NA,NA,1.892096541,0.262204849,78.0217,15.733333,,High-Latitude,349,0.045206408,-3.096516432,1.791601264,0.045206408,West,,,
7895,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.02951018,NA,NA,NA,NA,0.19443192,0.294283332,78.0217,15.733333,,High-Latitude,349,0.02951018,-3.52301999,0.346229471,0.02951018,West,,,
7896,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.021997181,NA,NA,NA,NA,-0.618155198,0.272059386,78.0217,15.733333,,High-Latitude,349,0.021997181,-3.81684097,-0.649496235,0.021997181,West,,,
7897,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.021312163,NA,NA,NA,NA,0.160558554,0.24228108,40.5,16.4902,,Mid-Latitude,350,1.036707686,0.036050005,0.166691364,1.036707686,East,,,
7898,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.039835083,NA,NA,NA,NA,1.148135956,0.27553336,40.5,16.4902,,Mid-Latitude,350,1.055230606,0.053759327,1.135322273,1.055230606,East,,,
7899,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.015422105,NA,NA,NA,NA,-0.153478777,0.270015062,40.5,16.4902,,Mid-Latitude,350,1.030817628,0.030352301,-0.144950865,1.030817628,East,,,
7900,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.018397084,NA,NA,NA,NA,0.00513672,0.287067473,40.5,16.4902,,Mid-Latitude,350,1.033792607,0.033234182,0.012676828,1.033792607,East,,,
7901,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.015395523,NA,NA,NA,NA,-1.796567148,0.260854387,40.5,16.4902,,Mid-Latitude,350,1,0,-1.805103487,1,East,,,
7902,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.03023353,NA,NA,NA,NA,0.636214695,0.25225591,40.5,16.4902,,Mid-Latitude,350,1.045629053,0.044618669,0.635363887,1.045629053,East,,,
7903,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.032596771,NA,NA,NA,NA,-0.059382275,0.25867456,44.25,16.4902,,Mid-Latitude,351,0.032596771,-3.423542045,0.078847842,0.032596771,East,,,
7904,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.041593204,NA,NA,NA,NA,0.915752503,0.289487708,44.25,16.4902,,Mid-Latitude,351,0.041593204,-3.17981849,0.762995271,0.041593204,East,,,
7905,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.039923823,NA,NA,NA,NA,0.734806142,0.23815209,44.25,16.4902,,Mid-Latitude,351,0.039923823,-3.220782066,0.648007925,0.039923823,East,,,
7906,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.033968122,NA,NA,NA,NA,0.089260189,0.277514968,44.25,16.4902,,Mid-Latitude,351,0.033968122,-3.382332782,0.194524847,0.033968122,East,,,
7907,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.015721102,NA,NA,NA,NA,-1.888557475,0.252072614,44.25,16.4902,,Mid-Latitude,351,0.015721102,-4.152751393,-1.968088912,0.015721102,East,,,
7908,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.035064712,NA,NA,NA,NA,0.208120917,0.272473311,44.25,16.4902,,Mid-Latitude,351,0.035064712,-3.35056001,0.283713027,0.035064712,East,,,
7909,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.019334545,NA,NA,NA,NA,-0.487633022,0.240609122,46.116667,16.4902,,Mid-Latitude,352,0.019334545,-3.945861887,-0.26138298,0.019334545,East,,,
7910,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.030786806,NA,NA,NA,NA,0.572484438,0.296515915,46.116667,16.4902,,Mid-Latitude,352,0.030786806,-3.480669057,0.616596765,0.030786806,East,,,
7911,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.009089994,NA,NA,NA,NA,-1.435954655,0.236767372,46.116667,16.4902,,Mid-Latitude,352,0.009089994,-4.700581031,-1.685799009,0.009089994,East,,,
7912,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.036056207,NA,NA,NA,NA,1.060264453,0.286022067,46.116667,16.4902,,Mid-Latitude,352,0.036056207,-3.322676253,0.914783827,0.036056207,East,,,
7913,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.017784381,NA,NA,NA,NA,-0.631129228,0.269310424,46.116667,16.4902,,Mid-Latitude,352,0.017784381,-4.029434679,-0.419113741,0.017784381,East,,,
7914,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.034562215,NA,NA,NA,NA,0.921968015,0.248969572,46.116667,16.4902,,Mid-Latitude,352,0.034562215,-3.364994246,0.834915139,0.034562215,East,,,
7915,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.060306646,NA,NA,NA,NA,1.799877052,0.232222604,46.4983,16.4902,,Mid-Latitude,353,0.060306646,-2.808312966,1.193505186,0.060306646,East,,,
7916,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.02194316,NA,NA,NA,NA,-0.217992589,0.302269418,46.4983,16.4902,,Mid-Latitude,353,0.02194316,-3.819299805,0.121207543,0.02194316,East,,,
7917,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.028326016,NA,NA,NA,NA,0.11773739,0.252152702,46.4983,16.4902,,Mid-Latitude,353,0.028326016,-3.563974603,0.392016817,0.028326016,East,,,
7918,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.015732381,NA,NA,NA,NA,-0.544671493,0.284615196,46.4983,16.4902,,Mid-Latitude,353,0.015732381,-4.152034207,-0.231705373,0.015732381,East,,,
7919,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.003579955,NA,NA,NA,NA,-1.183873372,0.239786381,46.4983,16.4902,,Mid-Latitude,353,0.003579955,-5.632405048,-1.801852582,0.003579955,East,,,
7920,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.026637488,NA,NA,NA,NA,0.028923012,0.235230761,46.4983,16.4902,,Mid-Latitude,353,0.026637488,-3.625435732,0.326828409,0.026637488,East,,,
7921,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.05245032,NA,NA,NA,NA,1.369176881,0.254541525,47.09,16.4902,,Mid-Latitude,354,0.05245032,-2.947888843,1.140743396,0.05245032,East,,,
7922,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.029802848,NA,NA,NA,NA,0.083161226,0.265138691,47.09,16.4902,,Mid-Latitude,354,0.029802848,-3.51315132,0.338974687,0.029802848,East,,,
7923,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.01528207,NA,NA,NA,NA,-0.741387676,0.277729315,47.09,16.4902,,Mid-Latitude,354,0.01528207,-4.181075033,-0.608408795,0.01528207,East,,,
7924,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.018682814,NA,NA,NA,NA,-0.548279551,0.271403615,47.09,16.4902,,Mid-Latitude,354,0.018682814,-3.980151215,-0.323418305,0.018682814,East,,,
7925,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.045605302,NA,NA,NA,NA,0.980488892,0.251150845,47.09,16.4902,,Mid-Latitude,354,0.045605302,-3.087731297,0.942390757,0.045605302,East,,,
7926,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.008206633,NA,NA,NA,NA,-1.143159771,0.280509102,47.09,16.4902,,Mid-Latitude,354,0.008206633,-4.802812549,-1.490281741,0.008206633,East,,,
7927,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.010143645,NA,NA,NA,NA,-0.953144212,0.23950217,47.5,16.4902,,Mid-Latitude,355,0.010143645,-4.590907878,-0.954212871,0.010143645,East,,,
7928,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.013831151,NA,NA,NA,NA,-0.644987272,0.289779977,47.5,16.4902,,Mid-Latitude,355,0.013831151,-4.280831912,-0.461337483,0.013831151,East,,,
7929,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.03387507,NA,NA,NA,NA,1.030039913,0.238556924,47.5,16.4902,,Mid-Latitude,355,0.03387507,-3.385075933,0.962494496,0.03387507,East,,,
7930,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.033515415,NA,NA,NA,NA,0.999984288,0.272878744,47.5,16.4902,,Mid-Latitude,355,0.033515415,-3.395749797,0.945528058,0.033515415,East,,,
7931,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.008528764,NA,NA,NA,NA,-1.088096309,0.262987346,47.5,16.4902,,Mid-Latitude,355,0.008528764,-4.764310828,-1.229842252,0.008528764,East,,,
7932,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.029401623,NA,NA,NA,NA,0.656203591,0.303413616,47.5,16.4902,,Mid-Latitude,355,0.029401623,-3.526705402,0.737370052,0.029401623,East,,,
7933,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.019605407,NA,NA,NA,NA,-0.100790101,0.265749616,48.75,16.4902,,Mid-Latitude,356,0.019605407,-3.931949883,0.207527796,0.019605407,East,,,
7934,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.004067567,NA,NA,NA,NA,-1.259450564,0.293212172,48.75,16.4902,,Mid-Latitude,356,0.004067567,-5.504710247,-1.646806606,0.004067567,East,,,
7935,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.020655444,NA,NA,NA,NA,-0.022488588,0.280810968,48.75,16.4902,,Mid-Latitude,356,0.020655444,-3.879776362,0.269042034,0.020655444,East,,,
7936,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.03293038,NA,NA,NA,NA,0.892856334,0.27584208,48.75,16.4902,,Mid-Latitude,356,0.03293038,-3.413359643,0.818962155,0.03293038,East,,,
7937,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.039192472,NA,NA,NA,NA,1.359822042,0.276785322,48.75,16.4902,,Mid-Latitude,356,0.039192472,-3.239270591,1.024218674,0.039192472,East,,,
7938,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.00929085,NA,NA,NA,NA,-0.869949123,0.254140544,48.75,16.4902,,Mid-Latitude,356,0.00929085,-4.678725234,-0.672944052,0.00929085,East,,,
7939,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.005774775,NA,NA,NA,NA,-1.019156564,0.233149013,49.5,16.4902,,Mid-Latitude,357,0.005774775,-5.154255984,-0.945241984,0.005774775,East,,,
7940,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.032779413,NA,NA,NA,NA,0.008777943,0.288454128,49.5,16.4902,,Mid-Latitude,357,0.032779413,-3.417954613,0.390929156,0.032779413,East,,,
7941,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.002757656,NA,NA,NA,NA,-1.134003533,0.228630894,49.5,16.4902,,Mid-Latitude,357,0.002757656,-5.893374235,-1.514030612,0.002757656,East,,,
7942,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.06733349,NA,NA,NA,NA,1.324082709,0.257268072,49.5,16.4902,,Mid-Latitude,357,0.06733349,-2.698097544,0.944895338,0.06733349,East,,,
7943,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.029107918,NA,NA,NA,NA,-0.130977907,0.275913826,49.5,16.4902,,Mid-Latitude,357,0.029107918,-3.536745046,0.29951395,0.029107918,East,,,
7944,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.057539604,NA,NA,NA,NA,0.951277352,0.276146005,49.5,16.4902,,Mid-Latitude,357,0.057539604,-2.855281803,0.823934153,0.057539604,East,,,
7945,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.026788626,NA,NA,NA,NA,0.330972634,0.244481493,50.05,16.4902,,Mid-Latitude,358,0.026788626,-3.619777885,0.548429787,0.026788626,East,,,
7946,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.043141421,NA,NA,NA,NA,1.423850411,0.29212085,50.05,16.4902,,Mid-Latitude,358,0.043141421,-3.143271699,1.123248889,0.043141421,East,,,
7947,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.00907318,NA,NA,NA,NA,-0.852972816,0.272252223,50.05,16.4902,,Mid-Latitude,358,0.00907318,-4.70243247,-0.757598457,0.00907318,East,,,
7948,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.033255234,NA,NA,NA,NA,0.763144157,0.246041683,50.05,16.4902,,Mid-Latitude,358,0.033255234,-3.403543111,0.809278192,0.033255234,East,,,
7949,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.0050551,NA,NA,NA,NA,-1.121506137,0.240940548,50.05,16.4902,,Mid-Latitude,358,0.0050551,-5.287357644,-1.46320559,0.0050551,East,,,
7950,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.013704016,NA,NA,NA,NA,-0.54348825,0.25585601,50.05,16.4902,,Mid-Latitude,358,0.013704016,-4.29006635,-0.260152821,0.013704016,East,,,
7951,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.024829014,NA,NA,NA,NA,-0.906575412,0.219814916,50.1,16.4902,,Mid-Latitude,359,0.024829014,-3.69574239,-1.1266453,0.024829014,East,,,
7952,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.043643405,NA,NA,NA,NA,0.243543411,0.294026839,50.1,16.4902,,Mid-Latitude,359,0.043643405,-3.131703096,0.427876958,0.043643405,East,,,
7953,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.03025495,NA,NA,NA,NA,-0.574889317,0.247062607,50.1,16.4902,,Mid-Latitude,359,0.03025495,-3.498095472,-0.581919892,0.03025495,East,,,
7954,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.036027364,NA,NA,NA,NA,-0.222023168,0.280501826,50.1,16.4902,,Mid-Latitude,359,0.036027364,-3.323476518,-0.10066078,0.036027364,East,,,
7955,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.032687915,NA,NA,NA,NA,-0.426162841,0.275705323,50.1,16.4902,,Mid-Latitude,359,0.032687915,-3.420749841,-0.368751226,0.032687915,East,,,
7956,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.070513533,NA,NA,NA,NA,1.886107327,0.270050419,50.1,16.4902,,Mid-Latitude,359,0.070513533,-2.65195063,1.750100241,0.070513533,East,,,
7957,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.021104748,NA,NA,NA,NA,0.536685893,0.221823382,50.1167,16.4902,,Mid-Latitude,360,0.021104748,-3.85825724,0.569491606,0.021104748,East,,,
7958,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.00409363,NA,NA,NA,NA,-1.532773431,0.304185243,50.1167,16.4902,,Mid-Latitude,360,0.00409363,-5.498323172,-1.873461089,0.00409363,East,,,
7959,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.013270832,NA,NA,NA,NA,-0.416336162,0.255737863,50.1167,16.4902,,Mid-Latitude,360,0.013270832,-4.322186735,-0.121552447,0.013270832,East,,,
7960,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.015837169,NA,NA,NA,NA,-0.104132655,0.267810605,50.1167,16.4902,,Mid-Latitude,360,0.015837169,-4.145395633,0.141785928,0.015837169,East,,,
7961,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.017031756,NA,NA,NA,NA,0.041192804,0.232248216,50.1167,16.4902,,Mid-Latitude,360,0.017031756,-4.072675677,0.250105605,0.017031756,East,,,
7962,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.028820751,NA,NA,NA,NA,1.47536355,0.281051425,50.1167,16.4902,,Mid-Latitude,360,0.028820751,-3.54665963,1.033630398,0.028820751,East,,,
7963,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.05111804,NA,NA,NA,NA,1.390695604,0.272311319,51.6,16.4902,,Mid-Latitude,361,0.05111804,-2.973617811,1.073804086,0.05111804,East,,,
7964,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.024960293,NA,NA,NA,NA,-0.31731347,0.279309762,51.6,16.4902,,Mid-Latitude,361,0.024960293,-3.690468997,-0.057565065,0.024960293,East,,,
7965,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.026003898,NA,NA,NA,NA,-0.249169754,0.275096385,51.6,16.4902,,Mid-Latitude,361,0.026003898,-3.649508829,0.007080249,0.026003898,East,,,
7966,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.043804019,NA,NA,NA,NA,0.913115753,0.301756442,51.6,16.4902,,Mid-Latitude,361,0.043804019,-3.128029708,0.830103776,0.043804019,East,,,
7967,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.008410821,NA,NA,NA,NA,-1.397935941,0.256578039,51.6,16.4902,,Mid-Latitude,361,0.008410821,-4.778236188,-1.774331764,0.008410821,East,,,
7968,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.024622163,NA,NA,NA,NA,-0.339392193,0.258412778,51.6,16.4902,,Mid-Latitude,361,0.024622163,-3.704108307,-0.079091282,0.024622163,East,,,
7969,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.020194872,NA,NA,NA,NA,1.062727429,0.255216956,52.5,16.4902,,Mid-Latitude,362,0.020194872,-3.902326568,1.002801927,0.020194872,East,,,
7970,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.020992389,NA,NA,NA,NA,1.22045211,0.301527941,52.5,16.4902,,Mid-Latitude,362,0.020992389,-3.863595336,1.110266538,0.020992389,East,,,
7971,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.014504504,NA,NA,NA,NA,-0.062654959,0.264059557,52.5,16.4902,,Mid-Latitude,362,0.014504504,-4.233296057,0.084486016,0.014504504,East,,,
7972,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.014403128,NA,NA,NA,NA,-0.082704167,0.302343215,52.5,16.4902,,Mid-Latitude,362,0.014403128,-4.240309874,0.065025311,0.014403128,East,,,
7973,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.010460136,NA,NA,NA,NA,-0.862508444,0.267621825,52.5,16.4902,,Mid-Latitude,362,0.010460136,-4.560183819,-0.822504636,0.010460136,East,,,
7974,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.008372842,NA,NA,NA,NA,-1.275311969,0.284087963,52.5,16.4902,,Mid-Latitude,362,0.008372842,-4.782761906,-1.440075156,0.008372842,East,,,
7975,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.037536273,NA,NA,NA,NA,-0.026357372,0.222716008,53.424361,16.4902,,Mid-Latitude,363,0.037536273,-3.282447534,0.245373862,0.037536273,East,,,
7976,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.052177803,NA,NA,NA,NA,0.741998784,0.311572196,53.424361,16.4902,,Mid-Latitude,363,0.052177803,-2.953098104,0.565138916,0.052177803,East,,,
7977,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.037019533,NA,NA,NA,NA,-0.053474817,0.245770519,53.424361,16.4902,,Mid-Latitude,363,0.037019533,-3.296309587,0.231915207,0.037019533,East,,,
7978,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.038929288,NA,NA,NA,NA,0.046745067,0.299607188,53.424361,16.4902,,Mid-Latitude,363,0.038929288,-3.246008407,0.280752576,0.038929288,East,,,
7979,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.003694803,NA,NA,NA,NA,-1.802285339,0.264297389,53.424361,16.4902,,Mid-Latitude,363,0.003694803,-5.600828041,-2.005539611,0.003694803,East,,,
7980,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.058873482,NA,NA,NA,NA,1.093373675,0.242598656,53.424361,16.4902,,Mid-Latitude,363,0.058873482,-2.83236451,0.682359049,0.058873482,East,,,
7981,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.032833209,NA,NA,NA,NA,0.70110059,0.233283227,53.5,16.4902,,Mid-Latitude,364,0.032833209,-3.416314806,0.713672724,0.032833209,East,,,
7982,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.045498718,NA,NA,NA,NA,1.446945162,0.291584006,53.5,16.4902,,Mid-Latitude,364,0.045498718,-3.090071129,0.952226823,0.045498718,East,,,
7983,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.004700691,NA,NA,NA,NA,-0.955562892,0.270936099,53.5,16.4902,,Mid-Latitude,364,0.004700691,-5.36004576,-0.707611482,0.004700691,East,,,
7984,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.015814699,NA,NA,NA,NA,-0.301082891,0.279969133,53.5,16.4902,,Mid-Latitude,364,0.015814699,-4.146815455,0.179520077,0.015814699,East,,,
7985,1200,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.025448906,NA,NA,NA,NA,0.266254847,0.277371202,53.5,16.4902,,Mid-Latitude,364,0.025448906,-3.671082523,0.527382882,0.025448906,East,,,
7986,1300,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.001268881,NA,NA,NA,NA,-1.157654816,0.277712583,53.5,16.4902,,Mid-Latitude,364,0.001268881,-6.669619869,-1.665191025,0.001268881,East,,,
7987,800,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,-0.015949281,NA,NA,NA,NA,-1.747339592,0.236196503,54.364592,16.4902,,Mid-Latitude,365,1,-1.11E-16,-1.757566774,1,East,,,
7988,900,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.024398839,NA,NA,NA,NA,0.141609649,0.295407634,54.364592,16.4902,,Mid-Latitude,365,1.04034812,0.039555388,0.148941523,1.04034812,East,,,
7989,1000,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.039447861,NA,NA,NA,NA,0.846149031,0.272346882,54.364592,16.4902,,Mid-Latitude,365,1.055397142,0.053917134,0.841155392,1.055397142,East,,,
7990,1100,Europe,Land,,SPEI,PHYDA grid spei,PHYDA,,,PHYDA grid spei,SPEI,0.019367954,NA,NA,NA,NA,-0.093917688,0.298984603,54.364592,16.4902,,Mid-Latitude,365,1.035317235,0.034707887,-0.084700496,1.035317235,East,,,
